"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","31519","@smoke @e2e Recently deleted page loads","webkit","Sat Feb 28 05:55:42 UTC 2026","broken","Sat Feb 28 05:56:14 UTC 2026","Recently deleted","recently-deleted.spec.ts","",""
"","30199","@e2e @smoke Create Folder opens modal","firefox","Sat Feb 28 05:42:00 UTC 2026","broken","Sat Feb 28 05:42:30 UTC 2026","Create actions","create-actions.spec.ts","",""
"","30144","@smoke @e2e Overview tab loads with org name and metrics","firefox","Sat Feb 28 05:50:05 UTC 2026","broken","Sat Feb 28 05:50:35 UTC 2026","Organization settings - Overview","organization-settings/overview.spec.ts","",""
"","31469","@e2e @smoke Create Folder opens modal","chromium","Sat Feb 28 05:43:43 UTC 2026","broken","Sat Feb 28 05:44:14 UTC 2026","Create actions","create-actions.spec.ts","",""
"","31022","@smoke @e2e Download links tab loads","chromium","Sat Feb 28 05:50:15 UTC 2026","broken","Sat Feb 28 05:50:46 UTC 2026","Organization settings - Download links","organization-settings/download-links.spec.ts","",""
"","30178","@smoke @e2e Teams tab loads","firefox","Sat Feb 28 05:53:19 UTC 2026","broken","Sat Feb 28 05:53:49 UTC 2026","Organization settings - Teams","organization-settings/teams.spec.ts","",""
"","31848","@smoke @e2e Overview tab loads with org name and metrics","webkit","Sat Feb 28 05:50:49 UTC 2026","broken","Sat Feb 28 05:51:20 UTC 2026","Organization settings - Overview","organization-settings/overview.spec.ts","",""
"","30158","@smoke @e2e New button is visible on All assets page","firefox","Sat Feb 28 05:40:21 UTC 2026","broken","Sat Feb 28 05:40:51 UTC 2026","App shell","app-shell.spec.ts","",""
"","31592","@smoke @e2e Roles tab loads","webkit","Sat Feb 28 05:52:26 UTC 2026","broken","Sat Feb 28 05:52:57 UTC 2026","Organization settings - Roles","organization-settings/roles.spec.ts","",""
"","32058","@smoke @e2e Collections page loads","webkit","Sat Feb 28 05:42:28 UTC 2026","broken","Sat Feb 28 05:43:00 UTC 2026","Collections","collections.spec.ts","",""
"","30144","@e2e @smoke New menu shows all expected options","firefox","Sat Feb 28 05:46:52 UTC 2026","broken","Sat Feb 28 05:47:22 UTC 2026","New menu","new-menu.spec.ts","",""
"","31266","@e2e @smoke New menu shows all expected options","chromium","Sat Feb 28 05:48:38 UTC 2026","broken","Sat Feb 28 05:49:09 UTC 2026","New menu","new-menu.spec.ts","",""
"","31076","@e2e @smoke Upload file, verify in All assets, then delete","chromium-unauth","Sat Feb 28 05:40:27 UTC 2026","broken","Sat Feb 28 05:40:58 UTC 2026","File upload and delete","file-upload.spec.ts","",""
"","31947","@e2e New menu closes on Escape","webkit","Sat Feb 28 05:44:08 UTC 2026","broken","Sat Feb 28 05:44:40 UTC 2026","Create actions","create-actions.spec.ts","",""
"","30135","@smoke @e2e Left menu has all expected items: Dashboard, All assets, My favorites, Collections, Recently deleted","firefox","Sat Feb 28 05:45:10 UTC 2026","broken","Sat Feb 28 05:45:40 UTC 2026","Dashboard","dashboard.spec.ts","",""
