"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6265","@smoke @e2e Teams tab loads","chromium","Sun Feb 22 13:01:51 UTC 2026","passed","Sun Feb 22 13:01:57 UTC 2026","Organization settings - Teams","organization-settings/teams.spec.ts","",""
"","8599","@e2e New menu closes on Escape","firefox","Sun Feb 22 13:01:22 UTC 2026","passed","Sun Feb 22 13:01:31 UTC 2026","Create actions","create-actions.spec.ts","",""
"","10479","@smoke @e2e cu","webkit","Sun Feb 22 13:02:25 UTC 2026","passed","Sun Feb 22 13:02:36 UTC 2026","Dashboard","dashboard.spec.ts","",""
"","10792","@smoke @e2e Session persists after navigation","firefox","Sun Feb 22 13:00:52 UTC 2026","passed","Sun Feb 22 13:01:03 UTC 2026","App shell","app-shell.spec.ts","",""
"","9026","@smoke @e2e Members tab loads","firefox","Sun Feb 22 13:01:45 UTC 2026","passed","Sun Feb 22 13:01:54 UTC 2026","Organization settings - Members","organization-settings/members.spec.ts","",""
"","14992","@smoke @e2e Roles tab loads","webkit","Sun Feb 22 13:03:16 UTC 2026","passed","Sun Feb 22 13:03:31 UTC 2026","Organization settings - Roles","organization-settings/roles.spec.ts","",""
"","9292","@smoke @e2e Recently deleted page loads","webkit","Sun Feb 22 13:04:32 UTC 2026","passed","Sun Feb 22 13:04:41 UTC 2026","Recently deleted","recently-deleted.spec.ts","",""
"","5691","@smoke @e2e Members tab loads","chromium","Sun Feb 22 13:01:34 UTC 2026","passed","Sun Feb 22 13:01:39 UTC 2026","Organization settings - Members","organization-settings/members.spec.ts","",""
"","6592","@smoke @e2e Download links tab loads","chromium","Sun Feb 22 13:01:32 UTC 2026","passed","Sun Feb 22 13:01:38 UTC 2026","Organization settings - Download links","organization-settings/download-links.spec.ts","",""
"","5488","@smoke @e2e New button is visible on All assets page","chromium","Sun Feb 22 13:01:07 UTC 2026","passed","Sun Feb 22 13:01:12 UTC 2026","App shell","app-shell.spec.ts","",""
"","6762","@e2e @smoke New Collection opens modal","chromium","Sun Feb 22 13:01:15 UTC 2026","passed","Sun Feb 22 13:01:22 UTC 2026","Create actions","create-actions.spec.ts","",""
"","10659","@e2e @smoke New menu shows all expected options","webkit","Sun Feb 22 13:02:36 UTC 2026","passed","Sun Feb 22 13:02:46 UTC 2026","New menu","new-menu.spec.ts","",""
"","14827","@smoke @e2e Teams tab loads","webkit","Sun Feb 22 13:03:49 UTC 2026","passed","Sun Feb 22 13:04:04 UTC 2026","Organization settings - Teams","organization-settings/teams.spec.ts","",""
"","17570","@smoke @e2e Organization settings tabs open correctly and titles exist","webkit","Sun Feb 22 13:02:58 UTC 2026","passed","Sun Feb 22 13:03:16 UTC 2026","Organization settings","organization-settings/organization-settings.spec.ts","",""
"","4957","@smoke @e2e New button is visible on dashboard","chromium","Sun Feb 22 13:01:06 UTC 2026","passed","Sun Feb 22 13:01:11 UTC 2026","App shell","app-shell.spec.ts","",""
"","6827","@smoke @e2e Collections page loads","firefox","Sun Feb 22 13:01:12 UTC 2026","passed","Sun Feb 22 13:01:19 UTC 2026","Collections","collections.spec.ts","",""
"","8662","@smoke @e2e New button is visible on All assets page","firefox","Sun Feb 22 13:01:04 UTC 2026","passed","Sun Feb 22 13:01:13 UTC 2026","App shell","app-shell.spec.ts","",""
"","8865","@smoke @e2e Overview tab loads with org name and metrics","firefox","Sun Feb 22 13:01:54 UTC 2026","passed","Sun Feb 22 13:02:03 UTC 2026","Organization settings - Overview","organization-settings/overview.spec.ts","",""
"","5462","@e2e New menu closes on Escape","chromium","Sun Feb 22 13:01:18 UTC 2026","passed","Sun Feb 22 13:01:24 UTC 2026","Create actions","create-actions.spec.ts","",""
"","13585","@smoke @e2e Collections page loads","webkit","Sun Feb 22 13:01:49 UTC 2026","passed","Sun Feb 22 13:02:03 UTC 2026","Collections","collections.spec.ts","",""
"","5605","@smoke @e2e Overview tab loads with org name and metrics","chromium","Sun Feb 22 13:01:39 UTC 2026","passed","Sun Feb 22 13:01:45 UTC 2026","Organization settings - Overview","organization-settings/overview.spec.ts","",""
"","4056","@smoke @e2e Recently deleted page loads","chromium","Sun Feb 22 13:01:55 UTC 2026","passed","Sun Feb 22 13:01:59 UTC 2026","Recently deleted","recently-deleted.spec.ts","",""
"","5964","@smoke @e2e Organization settings tabs open correctly and titles exist","chromium","Sun Feb 22 13:01:38 UTC 2026","passed","Sun Feb 22 13:01:44 UTC 2026","Organization settings","organization-settings/organization-settings.spec.ts","",""
"","14778","@smoke @e2e Members tab loads","webkit","Sun Feb 22 13:02:46 UTC 2026","passed","Sun Feb 22 13:03:01 UTC 2026","Organization settings - Members","organization-settings/members.spec.ts","",""
"","7024","@smoke @e2e cu","firefox","Sun Feb 22 13:01:31 UTC 2026","passed","Sun Feb 22 13:01:38 UTC 2026","Dashboard","dashboard.spec.ts","",""
"","8727","@smoke @e2e Download links tab loads","firefox","Sun Feb 22 13:01:42 UTC 2026","passed","Sun Feb 22 13:01:51 UTC 2026","Organization settings - Download links","organization-settings/download-links.spec.ts","",""
"","18935","@smoke @e2e All assets page loads","webkit","Sun Feb 22 13:01:19 UTC 2026","passed","Sun Feb 22 13:01:38 UTC 2026","All assets","all-assets.spec.ts","",""
"","8967","@smoke @e2e Tags tab loads","firefox","Sun Feb 22 13:02:09 UTC 2026","passed","Sun Feb 22 13:02:18 UTC 2026","Organization settings - Tags","organization-settings/tags.spec.ts","",""
