"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","13702","@e2e New menu closes on Escape","webkit","Fri Feb 13 01:51:32 UTC 2026","passed","Fri Feb 13 01:51:45 UTC 2026","Create actions","create-actions.spec.ts","",""
"","25430","@smoke @e2e Session persists after navigation","webkit","Fri Feb 13 01:50:38 UTC 2026","passed","Fri Feb 13 01:51:03 UTC 2026","App shell","app-shell.spec.ts","",""
"","6786","@smoke @e2e All assets page loads","chromium","Fri Feb 13 01:50:38 UTC 2026","passed","Fri Feb 13 01:50:45 UTC 2026","All assets","all-assets.spec.ts","",""
"","10543","@e2e @smoke New Collection opens modal","firefox","Fri Feb 13 01:50:54 UTC 2026","passed","Fri Feb 13 01:51:04 UTC 2026","Create actions","create-actions.spec.ts","",""
"","11040","@smoke @e2e Session persists after navigation","firefox","Fri Feb 13 01:50:29 UTC 2026","passed","Fri Feb 13 01:50:40 UTC 2026","App shell","app-shell.spec.ts","",""
"","10827","@smoke @e2e Collections page loads","webkit","Fri Feb 13 01:51:11 UTC 2026","passed","Fri Feb 13 01:51:22 UTC 2026","Collections","collections.spec.ts","",""
"","6928","@smoke @e2e Recently deleted page loads","firefox","Fri Feb 13 01:51:19 UTC 2026","passed","Fri Feb 13 01:51:26 UTC 2026","Recently deleted","recently-deleted.spec.ts","",""
"","6570","@smoke @e2e Favorites page loads","chromium","Fri Feb 13 01:51:09 UTC 2026","passed","Fri Feb 13 01:51:16 UTC 2026","My favorites","favorites.spec.ts","",""
"","11975","@e2e @smoke Upload file, verify in All assets, then delete","chromium-unauth","Fri Feb 13 01:50:35 UTC 2026","passed","Fri Feb 13 01:50:47 UTC 2026","File upload and delete","file-upload.spec.ts","",""
"","7427","@smoke @e2e Session persists after navigation","chromium","Fri Feb 13 01:50:38 UTC 2026","passed","Fri Feb 13 01:50:45 UTC 2026","App shell","app-shell.spec.ts","",""
"","7522","@smoke @e2e New button is visible on dashboard","firefox","Fri Feb 13 01:50:39 UTC 2026","passed","Fri Feb 13 01:50:46 UTC 2026","App shell","app-shell.spec.ts","",""
"","6035","@smoke @e2e Collections page loads","chromium","Fri Feb 13 01:50:50 UTC 2026","passed","Fri Feb 13 01:50:56 UTC 2026","Collections","collections.spec.ts","",""
"","11511","@smoke @e2e Recently deleted page loads","webkit","Fri Feb 13 01:52:01 UTC 2026","passed","Fri Feb 13 01:52:12 UTC 2026","Recently deleted","recently-deleted.spec.ts","",""
"","5529","@smoke @e2e New button is visible on dashboard","chromium","Fri Feb 13 01:50:45 UTC 2026","passed","Fri Feb 13 01:50:50 UTC 2026","App shell","app-shell.spec.ts","",""
"","7050","@e2e @smoke New menu shows all expected options","firefox","Fri Feb 13 01:51:15 UTC 2026","passed","Fri Feb 13 01:51:22 UTC 2026","New menu","new-menu.spec.ts","",""
"","11350","@smoke @e2e Dashboard page loads with welcome message","webkit","Fri Feb 13 01:51:45 UTC 2026","passed","Fri Feb 13 01:51:57 UTC 2026","Dashboard","dashboard.spec.ts","",""
"","6457","@e2e @smoke Create Folder opens modal","chromium","Fri Feb 13 01:50:51 UTC 2026","passed","Fri Feb 13 01:50:58 UTC 2026","Create actions","create-actions.spec.ts","",""
"","17612","@e2e @smoke New Collection opens modal","webkit","Fri Feb 13 01:51:22 UTC 2026","passed","Fri Feb 13 01:51:40 UTC 2026","Create actions","create-actions.spec.ts","",""
"","7567","@smoke @e2e New button is visible on All assets page","firefox","Fri Feb 13 01:50:41 UTC 2026","passed","Fri Feb 13 01:50:48 UTC 2026","App shell","app-shell.spec.ts","",""
"","5772","@smoke @e2e New button is visible on All assets page","chromium","Fri Feb 13 01:50:45 UTC 2026","passed","Fri Feb 13 01:50:51 UTC 2026","App shell","app-shell.spec.ts","",""
"","5738","@e2e @smoke New menu shows all expected options","chromium","Fri Feb 13 01:51:10 UTC 2026","passed","Fri Feb 13 01:51:16 UTC 2026","New menu","new-menu.spec.ts","",""
"","7573","@smoke @e2e Collections page loads","firefox","Fri Feb 13 01:50:46 UTC 2026","passed","Fri Feb 13 01:50:54 UTC 2026","Collections","collections.spec.ts","",""
"","6160","@e2e New menu closes on Escape","chromium","Fri Feb 13 01:50:58 UTC 2026","passed","Fri Feb 13 01:51:04 UTC 2026","Create actions","create-actions.spec.ts","",""
"","6821","@smoke @e2e Left menu has all expected items: Dashboard, All assets, My favorites, Collections, Recently deleted","firefox","Fri Feb 13 01:51:04 UTC 2026","passed","Fri Feb 13 01:51:11 UTC 2026","Dashboard","dashboard.spec.ts","",""
"","7882","@smoke @e2e Dashboard page loads with welcome message","firefox","Fri Feb 13 01:51:07 UTC 2026","passed","Fri Feb 13 01:51:15 UTC 2026","Dashboard","dashboard.spec.ts","",""
"","10406","@e2e @smoke Create Folder opens modal","firefox","Fri Feb 13 01:50:48 UTC 2026","passed","Fri Feb 13 01:50:59 UTC 2026","Create actions","create-actions.spec.ts","",""
"","5301","@smoke @e2e Recently deleted page loads","chromium","Fri Feb 13 01:51:16 UTC 2026","passed","Fri Feb 13 01:51:21 UTC 2026","Recently deleted","recently-deleted.spec.ts","",""
"","11440","@e2e @smoke New menu shows all expected options","webkit","Fri Feb 13 01:51:57 UTC 2026","passed","Fri Feb 13 01:52:08 UTC 2026","New menu","new-menu.spec.ts","",""
"","3653","@regression @auth @e2e Login with invalid credentials shows error","chromium-unauth","Fri Feb 13 01:50:35 UTC 2026","passed","Fri Feb 13 01:50:39 UTC 2026","Login > Authentication flow","login.spec.ts","",""
"","8566","@smoke @e2e All assets page loads","firefox","Fri Feb 13 01:50:29 UTC 2026","passed","Fri Feb 13 01:50:38 UTC 2026","All assets","all-assets.spec.ts","",""
"","7711","@smoke @e2e Favorites page loads","firefox","Fri Feb 13 01:51:11 UTC 2026","passed","Fri Feb 13 01:51:19 UTC 2026","My favorites","favorites.spec.ts","",""
"","7371","@e2e @smoke New Collection opens modal","chromium","Fri Feb 13 01:50:56 UTC 2026","passed","Fri Feb 13 01:51:04 UTC 2026","Create actions","create-actions.spec.ts","",""
"","10080","@smoke @e2e New button is visible on All assets page","webkit","Fri Feb 13 01:51:04 UTC 2026","passed","Fri Feb 13 01:51:14 UTC 2026","App shell","app-shell.spec.ts","",""
"","23495","@smoke @e2e All assets page loads","webkit","Fri Feb 13 01:50:38 UTC 2026","passed","Fri Feb 13 01:51:01 UTC 2026","All assets","all-assets.spec.ts","",""
"","8094","@e2e New menu closes on Escape","firefox","Fri Feb 13 01:50:59 UTC 2026","passed","Fri Feb 13 01:51:07 UTC 2026","Create actions","create-actions.spec.ts","",""
"","17638","@e2e @smoke Create Folder opens modal","webkit","Fri Feb 13 01:51:14 UTC 2026","passed","Fri Feb 13 01:51:32 UTC 2026","Create actions","create-actions.spec.ts","",""
"","9333","@smoke @e2e New button is visible on dashboard","webkit","Fri Feb 13 01:51:02 UTC 2026","passed","Fri Feb 13 01:51:11 UTC 2026","App shell","app-shell.spec.ts","",""
"","10907","@smoke @e2e Left menu has all expected items: Dashboard, All assets, My favorites, Collections, Recently deleted","webkit","Fri Feb 13 01:51:40 UTC 2026","passed","Fri Feb 13 01:51:51 UTC 2026","Dashboard","dashboard.spec.ts","",""
"","5313","@smoke @e2e Left menu has all expected items: Dashboard, All assets, My favorites, Collections, Recently deleted","chromium","Fri Feb 13 01:51:04 UTC 2026","passed","Fri Feb 13 01:51:09 UTC 2026","Dashboard","dashboard.spec.ts","",""
"","9784","@smoke @e2e Favorites page loads","webkit","Fri Feb 13 01:51:51 UTC 2026","passed","Fri Feb 13 01:52:01 UTC 2026","My favorites","favorites.spec.ts","",""
"","1002","@e2e @auth Login with empty credentials shows validation","chromium-unauth","Fri Feb 13 01:50:39 UTC 2026","passed","Fri Feb 13 01:50:40 UTC 2026","Login > Form validation","login.spec.ts","",""
