"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","31547","@smoke @regression Left menu has all expected items: Dashboard, All assets, My favorites, Collections, Recently deleted","webkit","2026-09-23","broken","2026-09-23","Dashboard","ui/dashboard.spec.ts","",""
"","804","@regression @auth Login with empty credentials shows validation","chromium-unauth","2026-09-23","passed","2026-09-23","Login > Form validation","ui/login.spec.ts","",""
"","31471","@smoke @regression All assets page loads","chromium","2026-09-23","broken","2026-09-23","All assets","ui/all-assets.spec.ts","",""
"","30159","@smoke @regression Left menu has all expected items: Dashboard, All assets, My favorites, Collections, Recently deleted","firefox","2026-09-23","broken","2026-09-23","Dashboard","ui/dashboard.spec.ts","",""
"","31126","@regression @smoke Upload file, verify in All assets, then delete","chromium-unauth","2026-09-23","broken","2026-09-23","File upload and delete","ui/file-upload.spec.ts","",""
"","31172","@smoke @regression Shareable links tab loads","chromium","2026-09-23","broken","2026-09-23","Organization settings - Shareable links","ui/organization-settings/shareable-links.spec.ts","",""
"","32224","@smoke @regression Dashboard shows welcome message","webkit","2026-09-23","broken","2026-09-23","Dashboard","ui/dashboard.spec.ts","",""
"","30153","@smoke @regression Roles tab loads","firefox","2026-09-23","broken","2026-09-23","Organization settings - Roles","ui/organization-settings/roles.spec.ts","",""
"","32058","@smoke @regression New button is visible on All assets page","webkit","2026-09-23","broken","2026-09-23","App shell","ui/app-shell.spec.ts","",""
"","30141","@smoke @regression Recently deleted page loads","firefox","2026-09-23","broken","2026-09-23","Recently deleted","ui/recently-deleted.spec.ts","",""
"","30160","@smoke @regression All assets page loads","firefox","2026-09-23","broken","2026-09-23","All assets","ui/all-assets.spec.ts","",""
"","30196","@regression @smoke Create Folder opens modal","firefox","2026-09-23","broken","2026-09-23","Create actions","ui/create-actions.spec.ts","",""
"","484","@regression @auth Login page loads successfully","chromium-unauth","2026-09-23","passed","2026-09-23","Login > Authentication flow","ui/login.spec.ts","",""
"","31698","@smoke @regression Organization settings tabs open correctly and titles exist","webkit","2026-09-23","broken","2026-09-23","Organization settings","ui/organization-settings/organization-settings.spec.ts","",""
"","32033","@smoke @regression Session persists after navigation","webkit","2026-09-23","broken","2026-09-23","App shell","ui/app-shell.spec.ts","",""
"","31623","@smoke @regression Teams tab loads","webkit","2026-09-23","broken","2026-09-23","Organization settings - Teams","ui/organization-settings/teams.spec.ts","",""
"","30147","@smoke @regression Members tab loads","firefox","2026-09-23","broken","2026-09-23","Organization settings - Members","ui/organization-settings/members.spec.ts","",""
"","31556","@smoke @regression Overview tab loads with org name and metrics","webkit","2026-09-23","broken","2026-09-23","Organization settings - Overview","ui/organization-settings/overview.spec.ts","",""
"","31213","@regression @smoke New menu shows all expected options","chromium","2026-09-23","broken","2026-09-23","New menu","ui/new-menu.spec.ts","",""
"","31810","@regression @smoke New Collection opens modal","webkit","2026-09-23","broken","2026-09-23","Create actions","ui/create-actions.spec.ts","",""
"","30160","@smoke @regression Shareable links tab loads","firefox","2026-09-23","broken","2026-09-23","Organization settings - Shareable links","ui/organization-settings/shareable-links.spec.ts","",""
"","31944","@regression @smoke Create Folder opens modal","webkit","2026-09-23","broken","2026-09-23","Create actions","ui/create-actions.spec.ts","",""
"","31234","@smoke @regression Recently deleted page loads","chromium","2026-09-23","broken","2026-09-23","Recently deleted","ui/recently-deleted.spec.ts","",""
"","31386","@smoke @regression Dashboard shows welcome message","chromium","2026-09-23","broken","2026-09-23","Dashboard","ui/dashboard.spec.ts","",""
"","30148","@smoke @regression Organization settings tabs open correctly and titles exist","firefox","2026-09-23","broken","2026-09-23","Organization settings","ui/organization-settings/organization-settings.spec.ts","",""
"","30145","@smoke @regression Tags tab loads","firefox","2026-09-23","broken","2026-09-23","Organization settings - Tags","ui/organization-settings/tags.spec.ts","",""
"","30151","@smoke @regression Collections page loads","firefox","2026-09-23","broken","2026-09-23","Collections","ui/collections.spec.ts","",""
"","30178","@smoke @regression Dashboard shows welcome message","firefox","2026-09-23","broken","2026-09-23","Dashboard","ui/dashboard.spec.ts","",""
"","31227","@smoke @regression Members tab loads","chromium","2026-09-23","broken","2026-09-23","Organization settings - Members","ui/organization-settings/members.spec.ts","",""
"","30209","@regression New menu closes on Escape","firefox","2026-09-23","broken","2026-09-23","Create actions","ui/create-actions.spec.ts","",""
"","31414","@regression New menu closes on Escape","chromium","2026-09-23","broken","2026-09-23","Create actions","ui/create-actions.spec.ts","",""
"","31185","@smoke @regression Teams tab loads","chromium","2026-09-23","broken","2026-09-23","Organization settings - Teams","ui/organization-settings/teams.spec.ts","",""
"","30157","@smoke @regression New button is visible on dashboard","firefox","2026-09-23","broken","2026-09-23","App shell","ui/app-shell.spec.ts","",""
"","31092","@smoke @regression Collections page loads","chromium","2026-09-23","broken","2026-09-23","Collections","ui/collections.spec.ts","",""
"","31516","@smoke @regression New button is visible on All assets page","chromium","2026-09-23","broken","2026-09-23","App shell","ui/app-shell.spec.ts","",""
"","31711","@smoke @regression Roles tab loads","webkit","2026-09-23","broken","2026-09-23","Organization settings - Roles","ui/organization-settings/roles.spec.ts","",""
"","30148","@smoke @regression Overview tab loads with org name and metrics","firefox","2026-09-23","broken","2026-09-23","Organization settings - Overview","ui/organization-settings/overview.spec.ts","",""
"","31226","@smoke @regression Roles tab loads","chromium","2026-09-23","broken","2026-09-23","Organization settings - Roles","ui/organization-settings/roles.spec.ts","",""
"","31617","@smoke @regression Favorites page loads","webkit","2026-09-23","broken","2026-09-23","My favorites","ui/favorites.spec.ts","",""
"","31783","@smoke @regression Shareable links tab loads","webkit","2026-09-23","broken","2026-09-23","Organization settings - Shareable links","ui/organization-settings/shareable-links.spec.ts","",""
"","31233","@smoke @regression Organization settings tabs open correctly and titles exist","chromium","2026-09-23","broken","2026-09-23","Organization settings","ui/organization-settings/organization-settings.spec.ts","",""
"","3079","@regression @auth Login with invalid credentials shows error","chromium-unauth","2026-09-23","passed","2026-09-23","Login > Authentication flow","ui/login.spec.ts","",""
"","32147","@regression @smoke New menu shows all expected options","webkit","2026-09-23","broken","2026-09-23","New menu","ui/new-menu.spec.ts","",""
"","31130","@regression @smoke New Collection opens modal","chromium","2026-09-23","broken","2026-09-23","Create actions","ui/create-actions.spec.ts","",""
"","31659","@smoke @regression Download links tab loads","webkit","2026-09-23","broken","2026-09-23","Organization settings - Download links","ui/organization-settings/download-links.spec.ts","",""
"","30207","@smoke @regression New button is visible on All assets page","firefox","2026-09-23","broken","2026-09-23","App shell","ui/app-shell.spec.ts","",""
"","31671","@smoke @regression Recently deleted page loads","webkit","2026-09-23","broken","2026-09-23","Recently deleted","ui/recently-deleted.spec.ts","",""
